no,rgs_de,area_lc,ty,genre_cl,ticket_se,dscnt_rt,pblprfr_nm,adhrnc_nm,prfplc_pd,prfplc_nm,viewng_grad_dc
4409,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제 초청공연<고선지장군>,울산연극협회,2015-06-18~2015-06-18,울산문화 예술회관 소공연장,만15세이상 관람가
4410,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<전명출 평전>,울산연극협회,2015-06-09~2015-06-09,울산문화예술회관 대공연장,만14세이상 관람가
4411,2015-05-26,서울,공연,아동극,할인티켓,50%,재미있는 놀이연극<토끼와 거북이>,구(주)애드벤치소리아트홀,2015-06-03~2015-09-29,대학로 소리아트홀 3관,24개월 이상 관람가
4412,2015-05-26,서울,공연,아동극,할인티켓,50%,아동뮤지컬<꼬마돼지 삼형제>,구(주)애드벤치소리아트홀,2015-05-22~2015-09-29,대학로 소리아트홀 1관,24개월이상 관람가
4413,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<꿈에라도 넋이라도>,울산연극협회,2015-06-04~2015-06-04,울산문화예술회관 소공연장,만14세이상 관람가
4414,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<닻>,울산연극협회,2015-06-05~2015-06-05,울산문화예술회관 대공연장,만14세이상 관람가
4415,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<나이테>,울산연극협회,2015-06-07~2015-06-07,울산문화예술회관 대공연장,만19세이상관람가
4416,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제 개막 초청공연<플라잉>,울산연극협회,2015-06-01~2015-06-01,울산문화예술회관 대공연장,만3세이상 관람가
4417,2015-05-26,울산,공연,연극,할인티켓,50%,"[울산]울산전국연극제 The Muse, 록주",울산연극협회,2015-06-17~2015-06-17,울산문화예술회관 대공연장,만14세이상 관람가
4418,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<하우하우>,울산연극협회,2015-06-11~2015-06-11,울산문화예술회관 대공연장,만14세이상 관람가
4419,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<얼굴을 찾아서>,울산연극협회,2015-06-16~2015-06-16,울산문화 예술회관 소공연장,만14세이상 관람가
4420,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<사초>,울산연극협회,2015-06-15~2015-06-15,울산문화예술회관 대공연장,만14세이상 관람가
4421,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<부치지 못한 편지>,울산연극협회,2015-06-10~2015-06-10,울산문화 예술회관 소공연장,만14세이상 관람가
4422,2015-05-26,강원,공연,뮤지컬,할인티켓,50%,[강원]최현우 매직콘서트 THE BRAIN_춘천,(주)쇼플러스엔터테인먼트,2015-06-20~2015-06-20,춘천 강원대학교 백령문화관,만 5세이상 관람가
4423,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<부흥다방>,울산연극협회,2015-06-08~2015-06-08,울산문화 예술회관 소공연장,만14세이상 관람가
4424,2015-05-26,서울,공연,연극,할인티켓,50%,두 사람을 위한 만찬,극단 백수광부,2015-06-18~2015-06-28,대학로 예술공간 SM (스타시티빌딩 7층),만 13세 이상 관람가능
4425,2015-05-26,울산,공연,연극,할인티켓,50%,[울산]울산전국연극제<그 가족이 수상하다>,울산연극협회,2015-06-13~2015-06-13,울산문화예술회관 대공연장,만14세이상 관람가
4426,2015-05-27,울산,공연,연극,무료티켓,100%,[울산]울산전국연극제<아무것도하지마라>(객석나눔),울산연극협회,2015-06-02~2015-06-02,울산문화 예술회관 소공연장,만14세이상 관람가
4492,2015-06-09,부산,공연,연극,할인티켓,50%,[부산]벚꽃동산,한결아트홀,2015-06-11~2015-06-21,한결아트홀,12세 이상 관람가
4427,2015-05-27,울산,공연,연극,무료티켓,100%,"[울산]울산전국연극제<경숙이, 경숙아버지>(객석나눔)",울산연극협회,2015-06-03~2015-06-03,울산문화예술회관 대공연장,만15세이상 관람가
4428,2015-05-27,울산,공연,연극,무료티켓,100%,"[울산]울산전국연극제<사냐, 바냐, 그리고 리마스>(객석나눔)",울산연극협회,2015-06-06~2015-06-06,울산문화 예술회관 소공연장,만10세이상 관람가
4429,2015-05-27,울산,공연,연극,무료티켓,100%,[울산]울산전국연극제<통영!나비의꿈>(객석나눔),울산연극협회,2015-06-12~2015-06-12,울산문화 예술회관 소공연장,만14세이상 관람가
4430,2015-05-27,울산,공연,연극,무료티켓,100%,[울산]울산전국연극제<꿈에라도 넋이라도>(객석나눔),울산연극협회,2015-06-04~2015-06-04,울산문화 예술회관 소공연장,만14세이상 관람가
4431,2015-05-27,울산,공연,연극,무료티켓,100%,[울산]울산전국연극제<닻>(객석나눔),울산연극협회,2015-06-05~2015-06-05,울산문화예술회관 대공연장,만14세이상 관람가
4432,2015-05-27,서울,공연,발레/무용,무료티켓,100%,국립무용단<적>(객석나눔),국립중앙극장,2015-06-11~2015-06-13,국립극장 달오름극장,8세 이상 관람가
4433,2015-05-27,부산,공연,콘서트,무료티켓,100%,"[부산]재즈 와인에 빠지다 71st_지브리애니메이션, 재즈로 만나다(객석나눔)",문화기획단 무대공감,2015-06-26~2015-06-26,해운대문화회관 해운홀(대공연장),7세 이상 관람가
4434,2015-05-27,울산,공연,연극,무료티켓,100%,[울산]울산전국연극제<기록의흔적>(객석나눔),울산연극협회,2015-06-19~2015-06-19,울산문화예술회관 대공연장,만 14세이상 관람가
4435,2015-05-27,서울,공연,아동극,할인티켓,40%,아이러브캐릭터콘서트,마이다스플랜,2015-05-05~2015-07-05,대학로 굿씨어터,24개월 이상 관람가 *24개월 미만은 부모와 동석 가능(별도의 좌석 제공 안됨)
4436,2015-05-27,부산,공연,콘서트,할인티켓,80%,"[부산]재즈 와인에 빠지다 71st_지브리애니메이션, 재즈로 만나다",문화기획단 무대공감,2015-06-26~2015-06-26,해운대문화회관 해운홀(대공연장),7세 이상 관람가
4437,2015-05-28,인천,공연,뮤지컬,무료티켓,100%,[인천]어린이명작무대<우리는 친구다>(객석나눔),인천광역시문화예술회관,2015-08-29~2015-08-29,인천문화예술회관 소공연장,만 5세 이상 관람가
4438,2015-05-28,서울,공연,뮤지컬,할인티켓,70%,뮤지컬<마이맘>,극단독무,2015-06-25~2015-07-26,성동문화회관 소월아트홀,만 7세 이상 관람가
4439,2015-05-29,부산,공연,클래식,무료티켓,100%,"[부산]내 마음 속 쉼표, 休~(객석나눔)",동래구문화시설사업소,2015-06-16~2015-06-16,동래문화회관 대극장,8세이상 관람가
4440,2015-05-29,대구,공연,연극,할인티켓,50%,[대구]수성아트피아 극단열전 연극<바냐 외삼촌>,(재)수성문화재단 수성아트피아,2015-06-05~2015-06-07,수성아트피아 무학홀,12세이상 관람가
4441,2015-05-29,대구,공연,클래식,할인티켓,50%,[대구]수성아트피아 목요음악회<르네상스 음악의 초대 고대문화의 부흥>,(재)수성문화재단 수성아트피아,2015-06-11~2015-06-11,수성아트피아 무학홀,8세이상 관람가
4442,2015-05-29,대구,공연,클래식,할인티켓,50%,[대구]바로크 인 클래식 with 송영훈,(재)수성문화재단 수성아트피아,2015-06-09~2015-06-09,수성아트피아 용지홀,8세이상 관람가
4443,2015-06-01,강원,공연,뮤지컬,무료티켓,100%,[강원]박칼린 감독의 더 블루-2015 Hyper Facade Fantastic Show(객석나눔),주식회사 미디어엔메세,2015-07-18~2015-08-23,속초 신세계 영랑호 리조트 특설공연장,전체관람가
4444,2015-06-01,서울,공연,아동극,무료티켓,100%,어린이감성뮤지컬<안아줘요!무무>_북서울(객석나눔),극단 뮤다드,2015-06-05~2015-06-28,꿈의숲 아트센터 퍼포먼스홀,전체관람가
4445,2015-06-01,서울,공연,연극,무료티켓,100%,햇빛샤워(객석나눔),(재)서울문화재단 남산예술센터,2015-07-09~2015-07-26,남산예술센터 드라마센터,17세 이상 관람가
4446,2015-06-01,대구,공연,뮤지컬,무료티켓,100%,[대구]창작뮤지컬 레미제라블 in 대구(객석나눔),팀플레이예술기획(주),2015-06-05~2015-06-06,대구오페라하우스,만 6세 이상 관람가
4447,2015-06-01,경북,공연,뮤지컬,무료티켓,100%,[경북]창작뮤지컬 레미제라블 in 구미(객석나눔),팀플레이예술기획(주),2015-06-12~2015-06-13,구미시문화예술회관 대공연장,만 6세 이상 관람가
4448,2015-06-01,대구,공연,연극,무료티켓,100%,[대구]연극<해질역>(객석나눔),사단법인 공연제작 엑터스토리,2015-06-24~2015-07-25,예술극장 엑터스토리,중학생이상 관람가
4449,2015-06-01,대구,공연,뮤지컬,할인티켓,50%,[대구]무지개물고기＆오감만족체험전,(주)엠플러스,2015-06-19~2015-08-16,대구 엑스코 (5층 컨벤션홀),24개월이상 관람가 *24개월미만 증빙서류 지참 시 무료입장
4450,2015-06-01,대구,공연,클래식,할인티켓,50%,[대구]<차이코프스키 국제 콩쿠르 수상자 초청 피아노시리즈Ⅲ> 나탈리아 트로울 ,(재)수성문화재단 수성아트피아,2015-06-23~2015-06-23,수성아트피아 용지홀,8세이상 관람가
4451,2015-06-01,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 창작지원작<역전에 산다>,초이스시어터,2015-07-03~2015-07-05,봉산문화회관 가온홀,만7세이상 관람가
4452,2015-06-01,서울,공연,아동극,할인티켓,50%,어린이감성뮤지컬<안아줘요!무무>_북서울,극단 뮤다드,2015-06-05~2015-06-28,꿈의숲 아트센터 퍼포먼스홀,전체관람가
4453,2015-06-01,경북,공연,뮤지컬,할인티켓,60%,[경북]창작뮤지컬 레미제라블 in 구미,팀플레이예술기획(주),2015-06-12~2015-06-13,구미시문화예술회관 대공연장,만 6세 이상 관람가
4454,2015-06-01,대구,공연,뮤지컬,할인티켓,60%,[대구]창작뮤지컬 레미제라블 in 대구,팀플레이예술기획(주),2015-06-05~2015-06-06,대구오페라하우스,만 6세 이상 관람가
4455,2015-06-01,대구,공연,콘서트,할인티켓,50%,[대구]2015 정동하 전국 투어 콘서트,초록공간문예기획단,2015-07-18~2015-07-18,대구 엑스코 오디토리움,8세이상 관람가
4456,2015-06-01,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 공식초청작<넌 리딩 클럽_대만>,(사)대구국제뮤지컬페스티벌,2015-07-03~2015-07-05,문화예술전용극장CT,만7세이상 관람가
4457,2015-06-01,대구,공연,콘서트,할인티켓,50%,[대구]2015 박정현 콘서트[I AM YOU ARE ME],주식회사 밝은누리,2015-09-12~2015-09-13,경북대학교 대강당(대구),8세이상 관람가
4458,2015-06-01,강원,공연,뮤지컬,할인티켓,50%,[강원]박칼린 감독의 더 블루-2015 Hyper Facade Fantastic Show,주식회사 미디어엔메세,2015-07-18~2015-08-23,속초 신세계 영랑호 리조트 특설공연장,전체관람가
4459,2015-06-01,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 공식초청작 뮤지컬<꽃신>,(사)대구국제뮤지컬페스티벌,2015-06-27~2015-06-29,수성아트피아 용지홀,만12세이상 관람가
4460,2015-06-01,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 특별공연 뮤지컬<정도전> ,(사)대구국제뮤지컬페스티벌,2015-07-02~2015-07-03,대구 아양아트센터,만7세이상 관람가
4461,2015-06-01,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 특별공연 뮤지컬<태화강>,(사)대구국제뮤지컬페스티벌,2015-07-03~2015-07-04,수성아트피아 용지홀,만7세이상 관람가
4462,2015-06-01,대구,공연,연극,할인티켓,50%,[대구]수성아트피아 극단열전 연극<불편한 동기>,(재)수성문화재단 수성아트피아,2015-06-24~2015-06-28,수성아트피아 무학홀,12세이상 관람가
4463,2015-06-01,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<귀향>,사단법인 한울림,2015-07-07~2015-07-08,대구 한울림소극장,만7세이상 관람가
4464,2015-06-02,서울,공연,연극,무료티켓,100%,정글북(객석나눔),극단 여행자,2015-06-10~2015-06-14,유시어터(청담동),만 7세 이상 관람가 *초등학생 이상 관람가
4465,2015-06-02,서울,공연,뮤지컬,할인티켓,50%,신과 함께_저승편,(재)서울예술단,2015-07-01~2015-07-12,예술의전당 CJ 토월극장,8세 이상 관람가 *미취학아동입장불가
4466,2015-06-02,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 폐막작<팬텀 오브 런던_체코>,(사)대구국제뮤지컬페스티벌,2015-07-10~2015-07-12,수성아트피아 용지홀,만7세이상 관람가
4467,2015-06-02,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 개막작<포비든 플래닛_영국>,(사)대구국제뮤지컬페스티벌,2015-06-26~2015-06-28,대구오페라하우스,만7세이상 관람가
4468,2015-06-02,부산,공연,연극,할인티켓,70%,[부산]연극<죽여주는 이야기>,장르버라이어티판,2015-06-12~2015-07-15,용천지랄소극장,만 8세이상 관람가
4469,2015-06-02,대전,공연,클래식,할인티켓,20%,[대전]앙상블 디토 시즌9 <슈베르티올로지>,정밀기획,2015-06-26~2015-06-26,대전문화예술의전당 아트홀,8세(취학아동)이상 관람가
4470,2015-06-02,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<변태>,사단법인 한울림,2015-06-23~2015-06-24,대구 한울림소극장,만7세이상 관람가
4471,2015-06-02,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<천국주점>,사단법인 한울림,2015-06-26~2015-06-27,대구 한울림소극장,만10세이상 관람가
4472,2015-06-02,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<미인>,사단법인 한울림,2015-07-03~2015-07-04,대구 한울림소극장,만15세이상 관람가
4473,2015-06-02,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<분노의 포도>,사단법인 한울림,2015-07-10~2015-07-11,대구 한울림소극장,만7세이상 관람가
4474,2015-06-02,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 특별공연 뮤지컬<투란도트>,(사)대구국제뮤지컬페스티벌,2015-07-04~2015-07-11,대구오페라하우스,만7세이상 관람가
4475,2015-06-02,대구,공연,뮤지컬,할인티켓,50%,[대구]제9회 DIMF 공식초청작<스윗채리티_독일>,(사)대구국제뮤지컬페스티벌,2015-07-10~2015-07-12,대구 아양아트센터,만7세이상 관람가
4476,2015-06-02,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<그리움에 대하여>,사단법인 한울림,2015-06-30~2015-07-01,대구 한울림소극장,만15세이상 관람가
4477,2015-06-02,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<작은방>,사단법인 한울림,2015-07-14~2015-07-15,대구 한울림소극장,만13세이상 관람가
4478,2015-06-02,대구,공연,연극,할인티켓,50%,[대구]2015 대한민국소극장열전 연극<청록>,사단법인 한울림,2015-07-17~2015-07-18,대구 한울림소극장,만15세이상 관람가
4479,2015-06-03,서울,공연,클래식,무료티켓,100%,서울챔버 오케스트라 제85회 정기연주회(객석나눔),(주)마스트미디어,2015-06-14~2015-06-14,예술의전당 콘서트홀,8세 이상 관람가
4480,2015-06-03,서울,공연,국악,무료티켓,100%,6월 완창판소리(객석나눔),국립중앙극장,2015-06-27~2015-06-27,국립극장 KB청소년 하늘극장,8세 이상 관람가
4481,2015-06-03,서울,공연,클래식,할인티켓,40%,서울챔버 오케스트라 제85회 정기연주회,(주)마스트미디어,2015-06-14~2015-06-14,예술의전당 콘서트홀,8세 이상 관람가
4482,2015-06-04,경기,공연,연극,무료티켓,100%,[경기]연극<셜록 홈즈>(객석나눔),비에스뮤직컴퍼니(B.S Music Company),2015-07-15~2015-08-30,분당소극장,만 13세 이상 관람가
4483,2015-06-04,경기,공연,연극,할인티켓,50%,[경기]연극<셜록 홈즈>,비에스뮤직컴퍼니(B.S Music Company),2015-07-02~2015-08-30,분당소극장,만 13세 이상 관람가
4484,2015-06-05,서울,공연,연극,무료티켓,100%,연극<더 파워(The Power)>(객석나눔),(재)국립극단,2015-06-08~2015-06-21,명동예술극장,만19세 이상 관람가
4485,2015-06-05,광주,공연,연극,할인티켓,40%,[광주]연극<나무는 서서 죽는다>,극단 좋은친구들,2015-07-01~2015-07-12,광주 궁동예술극장,12세이상 관람가
4486,2015-06-08,서울,공연,뮤지컬,무료티켓,100%,[서울]JUMP 점프(객석나눔),(주)예감,2015-06-01~2020-03-08,명보아트홀 3층(점프전용관),36개월 이상 관람가 
4487,2015-06-08,서울,공연,국악,무료티켓,100%,나무 곁에 눕다 2 - 국립국악원 창작악단 실내악 정기공연(객석나눔),국립국악원,2015-06-18~2015-06-19,국립국악원 우면당,8세이상 관람가 초등학생 이상 관람가
4488,2015-06-08,부산,공연,콘서트,할인티켓,50%,[부산]2015 인순이 부산 콘서트,락엔터테인먼트,2015-06-20~2015-06-21,KBS부산홀,만7세이상 관람가
4489,2015-06-08,서울,공연,뮤지컬,할인티켓,60%,[서울]JUMP 점프,(주)예감,2015-06-01~2020-03-08,명보아트홀 3층(점프전용관),36개월 이상 관람가 
4490,2015-06-09,부산,공연,연극,무료티켓,100%,[부산]벚꽃동산(객석나눔),한결아트홀,2015-06-11~2015-06-21,한결아트홀,12세 이상 관람가
4491,2015-06-09,서울,공연,연극,할인티켓,50%,연극<문제적 인간 연산>,(재)국립극단,2015-07-01~2015-07-26,명동예술극장,만13세(중학생) 이상 관람가
4493,2015-06-09,경기,공연,클래식,할인티켓,50%,[경기]이야기가있는 클래식<병사이야기>,(재)부천문화재단,2015-08-14~2015-08-15,부천시민회관 대공연장,초등학생이상 관람가
4494,2015-06-10,서울,공연,연극,무료티켓,100%,연극<베르나르다 알바의 집>(객석나눔),컬처버스,2015-06-18~2015-06-28,아름다운극장,만14세이상 관람가
4495,2015-06-10,서울,공연,발레/무용,무료티켓,100%,"<오프닝-태도의전시>,<그림문자>(객석나눔)",(재)국립현대무용단,2015-06-19~2015-06-21,예술의전당 CJ 토월극장,8세 이상 관람가 미취학아동 입장불가
4496,2015-06-10,경기,공연,클래식,할인티켓,50%,[경기]송영훈&쿠아트로시엔토스,(재)부천문화재단,2015-07-08~2015-07-08,부천시민회관 대공연장,초등학생이상 관람가
4497,2015-06-10,서울,공연,발레/무용,할인티켓,60%,"<오프닝-태도의전시>,<그림문자>",(재)국립현대무용단,2015-06-19~2015-06-21,예술의전당 CJ 토월극장,8세 이상 관람가 미취학아동 입장불가
4498,2015-06-11,서울,공연,뮤지컬,무료티켓,100%,뮤지컬<우연히 행복해지다>(객석나눔),비에스뮤직컴퍼니(B.S Music Company),2015-06-19~2016-01-03,브로드웨이아트홀 2관,만 8세이상 관람가
4499,2015-06-11,서울,공연,클래식,할인티켓,50%,코리안심포니 기획시리즈 토킹위드디오케스트라 Ⅱ : 파우스트,(재)코리안심포니오케스트라,2015-08-25~2015-08-25,예술의전당 콘서트홀,초등학생이상 관람가
4500,2015-06-11,서울,공연,뮤지컬,할인티켓,65%,뮤지컬<우연히 행복해지다>,비에스뮤직컴퍼니(B.S Music Company),2015-06-19~2016-01-03,브로드웨이아트홀 2관,만 8세이상 관람가
4501,2015-06-12,광주,공연,뮤지컬,무료티켓,100%,"[광주]국악뮤지컬 """"굿<문>""""(객석나눔)",극단 청춘,2015-07-11~2015-07-11,광주 빛고을시민문화관,만 9세이상 관람가
4502,2015-06-12,광주,공연,뮤지컬,할인티켓,50%,"[광주]국악뮤지컬 """"굿<문>""""",극단 청춘,2015-07-11~2015-07-11,광주 빛고을시민문화관,만 9세이상 관람가
4503,2015-06-15,서울,공연,클래식,무료티켓,100%,한국-체코 수교 25주년기념음악회 / 안토닌 드보르작 [레퀴엠](객석나눔),서울오라토리오,2015-07-06~2015-07-06,예술의전당 콘서트홀,취학아동 이상 관람가
4504,2015-06-15,부산,공연,퍼포먼스,무료티켓,100%,[부산]제3회 MAMA 마임페스티발(객석나눔),문화기획단 무대공감,2015-06-19~2015-07-20,나다소극장,전체관람가
4505,2015-06-15,서울,공연,클래식,무료티켓,100%,세종 심포닉 윈드오케스트라 창단연주회 (객석나눔),영앤잎섬 주식회사,2015-09-16~2015-09-16,한전아트센터,8세이상관람가 미취학아동입장불가
4506,2015-06-15,서울,공연,클래식,무료티켓,100%,송보경 귀국 피아노 독주회(객석나눔),예인예술기획,2015-07-29~2015-07-29,금호아트홀,8세이상 관람가 미취학아동 입장불가
4507,2015-06-15,경기,공연,오페라,무료티켓,100%,[경기]가족 오페라<마술피리>(객석나눔),주식회사 조슈아,2015-06-27~2015-06-27,티엘아이 아트센터,7세 이상 관람가
4508,2015-06-15,부산,공연,퍼포먼스,할인티켓,70%,[부산]제3회 MAMA 마임페스티발,문화기획단 무대공감,2015-06-19~2015-07-20,나다소극장,전체관람가
4509,2015-06-15,경기,공연,오페라,할인티켓,50%,[경기]가족 오페라<마술피리>,주식회사 조슈아,2015-06-27~2015-06-27,티엘아이 아트센터,7세 이상 관람가
4510,2015-06-16,서울,공연,클래식,무료티켓,100%,서울모테트합창단 제98회 정기연주회 (객석나눔),재단법인 서울모테트음악재단,2015-07-08~2015-07-08,예술의전당 콘서트홀,초등학생이상 관람가
4511,2015-06-16,서울,공연,연극,무료티켓,100%,연극<작업의 정석 2탄>_선수의 탄생(객석나눔),주식회사 네오,2015-07-01~2015-08-31,대학로 브로드웨이 아트홀 3관(구.비너스홀),14세 이상 관람가
4512,2015-06-16,서울,공연,연극,할인티켓,70%,연극<작업의 정석 2탄>_선수의 탄생,주식회사 네오,2015-07-01~2015-08-31,대학로 브로드웨이 아트홀 3관(구.비너스홀),14세 이상 관람가
4513,2015-06-16,서울,공연,클래식,할인티켓,50%,서울모테트합창단 제98회 정기연주회 ,재단법인 서울모테트음악재단,2015-07-08~2015-07-08,예술의전당 콘서트홀,초등학생이상 관람가
4514,2015-06-17,서울,공연,국악,무료티켓,100%,6월 문화가 있는 날<여름밤 음악회>(객석나눔),국립중앙극장,2015-06-24~2015-06-24,국립극장 KB청소년 하늘극장,8세 이상 관람가
4515,2015-06-17,경기,공연,국악,할인티켓,70%,[경기]2015 바람난 국악,경기도문화의전당,2015-07-18~2015-07-18,경기도국악당 흥겨운극장,8세이상 관람가
4516,2015-06-17,서울,공연,클래식,할인티켓,50%,한일국교정상화 50주년기념음악회 <하모니 인 뮤직>,사)서울나눔뮤직그룹,2015-06-22~2015-06-22,예술의전당 콘서트홀,8세이상관람가
4517,2015-06-18,서울,공연,연극,무료티켓,100%,연극<미래의 여름>(객석나눔),창작집단 LAS,2015-07-02~2015-08-02,나온씨어터 소극장,중학생 이상 관람가
4518,2015-06-18,서울,공연,연극,할인티켓,40%,연극<미래의 여름>,창작집단 LAS,2015-07-02~2015-08-02,나온씨어터 소극장,중학생 이상 관람가
4519,2015-06-19,대구,공연,연극,할인티켓,50%,"[대구]귀신의 장난 """"마희""""",매직메이커,2015-08-07~2015-08-30,떼아뜨로중구,15세이상 관람가
4520,2015-06-19,서울,공연,뮤지컬,할인티켓,60%,플라잉뮤지컬<피터팬>,(주)팍스컬쳐,2015-07-29~2015-08-12,장충체육관,24개월 이상 관람가
4521,2015-06-22,울산,공연,발레/무용,무료티켓,100%,[울산]울산학춤보존회 정기공연<춤보러가자2>(객석나눔),울산학춤보존회,2015-07-02~2015-07-02,울산문화 예술회관 소공연장,만7세이상 관람가
4522,2015-06-22,서울,공연,국악,무료티켓,100%,"차와 이야기가 있는 오전의 국악콘서트, 다담(객석나눔)",국립국악원,2015-06-24~2015-06-24,국립국악원 우면당,8세 이상 관람가 초등학생 이상 관람가
4523,2015-06-22,부산,공연,뮤지컬,할인티켓,60%,[부산]New musical 런투럽,극단 화랑,2015-06-26~2015-06-28,센텀시티 소향씨어터 롯데카드홀,만7세이상 관람가
4524,2015-06-22,울산,공연,발레/무용,할인티켓,80%,[울산]울산학춤보존회 정기공연<춤보러가자2>,울산학춤보존회,2015-07-02~2015-07-02,울산문화 예술회관 소공연장,만7세이상 관람가
4525,2015-06-24,서울,공연,콘서트,무료티켓,100%,주말극장 IN 영등포아트홀(객석나눔),영등포문화재단,2015-07-10~2015-07-13,영등포 아트홀,초등학생 이상 관람가
4527,2015-06-26,경기,공연,오페라,무료티켓,100%,[경기]동화 오페라<헨젤과 그레텔>(객석나눔),주식회사 조슈아,2015-07-18~2015-07-18,티엘아이 아트센터,5세 이상 관람가
4528,2015-06-26,서울,공연,클래식,할인티켓,50%,개그맨 전유성과 함께하는 제5회 여름방학 팡팡 청소년 해설음악회,사단법인 티앤비엔터테인먼트,2015-08-04~2015-08-04,세종문화회관 대극장,8세이상 관람가 미취학아동입장불가
4529,2015-06-26,서울,공연,아동극,할인티켓,50%,<내로우 in 강남> - 제23회 아시테지 국제여름축제,(사)국제아동청소년연극협회한국본부,2015-07-28~2015-07-29,라트어린이극장,만 6세이상 관람가
4530,2015-06-26,서울,공연,아동극,할인티켓,50%,<아 마노-손으로 in 강남> - 제23회 아시테지 국제여름축제,(사)국제아동청소년연극협회한국본부,2015-07-25~2015-07-26,라트어린이극장,만 6세이상 관람가
4531,2015-06-26,부산,공연,연극,할인티켓,50%,[부산]국민연극<라이어 튀어!>_KNN시어터(부산센텀),(주)디오르골씨어터컴퍼니,2015-07-17~2015-09-06,KNN시어터,만 12세이상 관람가
4532,2015-06-26,경기,공연,오페라,할인티켓,50%,[경기]동화 오페라<헨젤과 그레텔> ,주식회사 조슈아,2015-07-18~2015-07-18,티엘아이 아트센터,5세 이상 관람가
4533,2015-06-26,서울,공연,아동극,할인티켓,50%,<파피루스 in 강남> - 제23회 아시테지 국제여름축제,(사)국제아동청소년연극협회한국본부,2015-07-30~2015-08-02,라트어린이극장,만 4세이상 관람가
4534,2015-06-29,서울,공연,국악,무료티켓,100%,"남산골기획공연 국악, 시대를 말하다<언니들의 국악>(객석나눔)",남산골한옥마을(METAA PUBLIC 남산),2015-07-02~2015-07-18,남산골한옥마을 서울남산국악당,만 7세이상 관람가
4535,2015-06-29,서울,공연,연극,무료티켓,100%,연극<조각:사라진기억>(객석나눔),위로 컴퍼니,2015-06-29~2015-09-30,대학로 위로홀,만13세이상 관람가
4536,2015-06-29,서울,공연,연극,무료티켓,100%,연극<내사랑은경씨>(객석나눔),집기획사,2015-07-10~2015-10-04,대학로 극장동국,만12세 이상 관람가
4537,2015-06-29,서울,공연,연극,할인티켓,70%,연극<조각:사라진기억>,위로 컴퍼니,2015-06-29~2015-09-30,대학로 위로홀,만13세이상 관람가
4538,2015-06-29,경기,공연,콘서트,할인티켓,50%,[경기]2015 김태우 첫번째 전국투어 콘서트<T-Road>_일산,(주)월드쇼마켓,2015-11-28~2015-11-28,고양어울림누리 어울림극장,8세 이상 관람가 미취학아동관람불가
4539,2015-06-29,서울,공연,연극,할인티켓,70%,연극<내사랑은경씨>,집기획사,2015-07-10~2015-10-04,대학로 극장동국,만12세 이상 관람가
4540,2015-07-02,서울,공연,콘서트,무료티켓,100%,k-live Kpop Hologram Concert(객석나눔),주식회사 케이티,2015-07-02~2015-12-31,Klive 홀로그램 공연장,전체관람가
4541,2015-07-02,광주,공연,기타,할인티켓,50%,[광주]동방의신기<동춘서커스>_광주월드컵경기장,에듀1234,2015-09-08~2015-09-09,광주월드컵경기장 염주종합체육관,전체관람가
4542,2015-07-02,광주,공연,기타,할인티켓,50%,[광주]동방의신기<동춘서커스>_광주문화예술회관,에듀1234,2015-09-07~2015-09-07,광주문화예술회관 대극장,전체관람가
4543,2015-07-03,울산,공연,뮤지컬,할인티켓,50%,[울산]블록버스터 뮤지컬<헬로 카봇>,(주)하늘이엔티,2015-09-05~2015-09-06,울산문화예술회관 대공연장,24개월이상관람가
