event_nm,tme_dc,event_bgn_de,event_end_de,auspc_instt_nm,opmt_place_nm,event_dc
대구국제오페라축제 2017,15회,2017-10-12,2017-11-12,주최: (재)대구오페라하우스 / 주관: (재)대구오페라하우스, 대구오페라하우스,"올해의 주제는 '고난을 넘어 환희로'이다. 푸치니의 <라 보엠>, <토스카>, 비제의 <카르멘> 등 대중적인 인지도가 높은 작품들은 물론 베토벤의 <피델리오>, 글룩의 <오르페오와 에우리디체> 등 국내에서 쉽게 만나볼 수 없는 작품들이 선보이며 오이디푸스 신화를 다룬 스트라빈스키의 오페라 <오이디푸스 왕>이 살롱오페라로 공연되고, 국제무대 데뷔 30주년을 맞이한 세계적인 소프라노 조수미의 콘서트, 수성못 호반야외무대에서 무료로 진행되는 콘서트 ‘미리 보는 오페라축제’, 축제의 대미를 장식할 ‘폐막콘서트&오페라대상 시상식’ 등 콘서트 시리즈와 기타 다양한 행사들이 진행됐다."
2017 구례동편소리축제,9회,2017-10-13,2017-10-15,구례군축제추진위원회,"서시천 체육공원,구례문화예술회관 일원","축제 첫째 날인 13일에는 송만갑, 유성준, 박봉래, 박봉술 등 동편제 거장과 국악인을 기리는 '국악인 추모제'를 시작으로  개막식과 축하공연이 진행됐다. 14일에는 구례문화예술회관 일원에서 송만갑 판소리·고수대회 예선과 전국 대학생 풍물경연대회, 동편제 젊은 소리, 호남여성농악 판굿, 가무악극-산동애가 등 다채로운 공연을 선보였다. 이날 오후 2시부터는 부대행사로 '외국인과 함께하는 동편제소리여행' 프로그램이 진행됐다. 마지막 날인 15일에는 송만갑 판소리·고수대회 본선과 시상식이 열렸다."
제14회 천안예술제,14회,2017-10-13,2017-10-15,한국예총 천안지회,도솔광장,"전시회, 가요제,댄스 페스티벌, 깃발미술전, 우리라가락한마당 등을 선보였다."
2017 제6회 위댄스_세계거리춤축제,6회,2017-10-14,2017-10-15,"주최,주관: 서울문화재단,(사)세계거리춤축제위원회",동대문구 장한로 일대(장한평역~장안동사거리),"이번 행사는 거리예술, 현대무용, 한국무용, 발레, 댄스스포츠, 라틴댄스, 탱고, 스윙댄스, 플라멩코, 재즈댄스, 방송댄스 등 국내최대 도심 길거리 종합예술의 진수를 볼 수 있는 축제였다. 또한 아마추어 댄서를 위한 경연대회 등 다양한 참여형 프로그램까지 진행됐다."
2017 대구예술제,,2017-10-16,2017-10-22,대구예총,대구문화예술회관 팔공홀,"18일 대구문화예술회관 팔공홀에서는 기획공연 '가을, 그대 가슴속으로'가 마련됐다. 한국무용과 현대무용, 성악가들이 들려주는 오페라 아리아와 뮤지컬 넘버 등의 컬래버레이션이 무대에 오랐으며, 가수 정동하와 뮤지컬 배우 홍본영의 무대가 깊어가는 가을밤을 장식했다. 20일에는 문화예술회관 비슬홀에서는 연극공연 '어떤 노배우의 마지막 연기'가 펼쳐졌다. 21일, 문화예술회관 비슬홀에서는 대구문인협회가 마련한 '문학, 예술로 꽃피다'가 이어졌다. 이날 오후 7시에는 코오롱야외음악당에서 '6대 광역시 및 제주도 교류가요제' 연합 공연이, 22일(일) 오후 7시에는 코오롱야외음악당에서 영화 주제가와 함께하는 대구연예협회의 '영화음악의 밤'이 대구예술제 마지막 무대를 장식했다."
2017 원더스제주뮤직페스티벌,4회,2017-10-17,2017-10-17,사단법인 제주특별자치도 음악학회,제주도문예회관 대극장,"제주의 자연과 삶을 소재로 한 9편(쇠소깍 연가/바람의 날/아코디언 상상/제주 수선화/돌하르방/올레길 연가/다려도/가파도 바늘엉겅퀴/용연의 밤)의 순수창작시를 가곡으로 작곡하여 제주를 찾는 관광객들과 다문화 및 제주이주민들에게 제주의 가치들을 전해주고 제주도민들에게는 자긍심을 높여주기 위해 마련한 기획연주회이다. 전석 무료로 도민들을 초대하고, 연주 당일 선착순 100명에게 음반을 증정했다. 이번 연주에는 도내에서 왕성히 활동하고 있는 젊은 연주자들(소프라노 서혜림,한소영/테너 최재호/바리톤 전성민/피아노 원양하,강한나/첼로 이현지)과 제라한합창단이 무대를 장식했다."
제36회 밀양예술제,36회,2017-10-17,2017-11-04,"밀양시,(사)한국예술총연합회밀양지회",밀양아리랑아트센터,
2017 김해가야금페스티벌,,2017-10-18,2017-10-21,김해시,김해문화의전당,"'가야왕도, 琴빛 물결을 타다’라는 주제로 열리는 이번 페스티벌은 김해시립가야금연주단, 부산시립국악관현악단, 가야금 명인들이 함께 어울려 가야금을 활용한 다채로운 공연을 선보였다."
2017 한국마임몸의고백우리지금여기,29회,2017-10-18,2017-10-28,한국마임협의회,동양예술극장 2관 및 대학로 일대,"'몸의 고백; 우리, 지금, 여기'라는 슬로건으로 개최되었으며 이번 '2017한국마임'은 마임이스트들의 반성과 자아를 확인하고 마임예술의 발전방향과 현주소를 되짚는 데 초점을 맞췄다."
제37회 울산예술제,37회,2017-10-18,2017-11-11,사단법인 한국예총 울산광역시연합회,울산문화예술회관 대공연장,"(사)한국예총 울산광역시연합회(이하 울산예총)가 주최하고 울산예총 산하 단위협회들이 주관하는 ‘제37회 울산예술제’가 18일부터 오는 11월 11일까지 울산문화예술회관 공연장과 전시장에서 잇따라 열린다. 문인, 미술, 사진작가, 음악, 무용, 연극, 국악, 연예예술인, 건축가협회 등 9개 단위지회가 함께 한다. "
제55회 부산예술제,55회,2017-10-19,2017-10-29,"부산광역시,(사)부산예술문화단체총연합회","부산예술회관,부산시민회관,부산문화회관","이번 예술제에는 부산시 해외자매·우호도시인 중국 칭다오(음악), 일본 후쿠오카(무용), 대만 가오슝(전통음악), 몽골 울란바토르(미술·무용·전통음악) 예술가 40여 명이 부산을 방문해 나라별 도시의 예술을 선보였다."
서편제보성소리축제 2017,20회,2017-10-20,2017-10-22,주최: 보성군 / 주관: 서편제보성소리축제추진위원회(위원장 김현진),"다향체육관, 보성군문화예술회관, 서편제보성소리전수관 등","축제는 서편제의 비조인 박유전 선생 추모행사와 국민대통합 아리랑 공연 등 전야행사를 시작으로 전년도 대상 수상자, 뉴욕국악협회 공연을 비롯한 올댓코리아 소리길 공연과 평양민속예술단 축하공연, 서울시 국악관현악단 초청연주회 등이 화려화게 펼쳐졌다."
2017 부산국제춤마켓(BIDAM2017),8회,2017-10-20,2017-10-24,주최: 신은주무용단 / 주관: 부산국제춤마켓조직위원회,"KB아트홀, 부산춤공간SHIN","BIDAM마켓, BIDAM페스타로 18개의 국내 외 작품을 접할 수 있고, 전시와 학술네트워크 등의 프로그램도 진행되어 현재와 미래의 공연예술과 춤의 동향도 알 수 있는 축제이다."
제11회 수리창작가족뮤지컬페스티벌,11회,2017-10-21,2017-10-22,군포시,반월호수 수변공원,
제7회 강동예술인페스티벌,7회,2017-10-23,2017-11-03,강동 예술인페스티벌 조직위원회,강동아트센터,"‘아름다운 동행’을 주제로 구립예술단 6개 단체와 미술, 사진, 서예, 국악, 무용, 음악 등 7개의 강동예총 협회가 참여했다. 다채로운 전시와 공연이 열려 지역 예술인과 주민들이 화합하는 축제의 장을 만들었다."
서울국제음악제(SIMF) 2017,,2017-10-24,2017-11-04,서울국제음악제 조직위원회 주최/오푸스(OPUS)주관,"예술의 전당, 강동아트센터","서울국제음악제는 다양성이라는 주제 아래, 세대, 나라, 시대적 배경에 따라 각각의 특성을 제시하는 작품과 연주자를 통해 관객에게 풍요로운 음악을 선사한다."
2017 세종예술제,,2017-10-27,2017-11-20,"(사)한국예총 세종시연합회,(사)한국민족예술단체총연합회 세종지회","종촌종합복지센터,조치원정수장,세종문화예술회관,세종시민회관,부강장터","이번 예술제는 사전 공연의 일환으로 종촌종합복지센터에서 ‘신춘향전’ 공연을 진행한 후 이튿 날 조치원 정수장에서 개막식을 진행했다. 개막식은 세종시 풍물단 공연이 포문을 열며 임동천 시인과 김세인 소설가, 정용기 시인의 낭독을 비롯해 홍세표 바리톤, 박지혜 소프라노의 ‘넬라판타지아’, ‘10월의 어느 멋진 날에’ 무대가 펼쳐졌다. 이 외에도 세종시민회관과 조치원 정수장에서 ‘세종시민 가무악의 향연’ 공연, 부강장터에서 ‘열차가 서는 5일장 문화제’도 함께 열렸다."
제14회 고마나루전국향토연극제,14회,2017-10-30,2017-11-05,공주시,"공주문예회관 대공연장, 공주문예회관 대공연장","전국 향토연극인들이 각 지역의 특성을 살린 설화, 민담, 민속, 무속 등을 소재로 한 수준 높은 연극 극단의 명예를 걸고 문화예술의 도시 공주에서 경연이 펼쳐졌다. '고마나루전국향토연극제'는 지역의 향토성 짙은 한국적 소재의 연극들을 발굴 양성하고 우리 문화의 고유성을 지켜나가면서 세계로 뻗어나가게 하는 것을 목적으로 개최되는 중부권 유일의 전국 단위의 연극경연대회이다. 개막식과 축하공연 경기민요의 새로운 패러다임 이희문과 놈놈의 공연을 시작으로 경기도립극단의 '여보 비온다' 초청 공연으로 이루어졌으며 공식경연작 여섯 개의 작품이 하루에 한 작품씩 경연을 선보였다. 공주시 곳곳에서 거리공연이 펼쳐졌으며, 매일 공연이 끝난 후 관람객을 위한 푸짐한 경품 추첨도 이루어져 시민들과 보다 소통하며 활기찬 축제의 분위기를 이끌어냈다."
제2회 당진전국연극제,2회,2017-10-30,2017-11-06,"극단 당진, 당진문화재단",당진문예의전당,"작품 공연은 충남대표 극단당진의 ‘세상에서 가장 아름다운 이별’(10월 31일), 충북 청주팀의 ‘삼총사’(11월 1일), 경북 대구의 ‘개장수’(2일), 전남광주의 ‘늙은 코메디언 이야기’(3일), 경남 울산의 ‘늙은 부부의 이야기’(4일), 서울의 ‘리틀말컴과 강력발기당’(5일) 순으로 무대에 올랐다. 특히 연극제 마지막 날에는 당진지역 연극동아리와 학생, 주부, 실버극단 등이 참여하는 시민연극제를 선보였다."
제17회 〈한국국제2인극페스티벌〉,17회,2017-10-30,2017-12-02,2인극페스티벌조직위원회,"국립극장 별오름극장,대학로 스타시티 후암스테이지2관,동숭무대소극장","공식참가작(8작품), 해외초청작(3작품), 기획초청작(3작품), 특별참가작(대학생 6작품) 등 총 20편의 작품이 관객들을 만났다. 공식참가작은 국립극장별오름극장에서, 해외초청작 및 기획초청작은 대학로 스타시티 후암스테이지2관에서, 특별참가작은 동숭무대소극장에서 펼쳐졌다."
제4회 해운대재즈페스티벌,,2017-11-01,2017-11-04,"한국문화예술위원회,해운대문화회관",해운대문화회관 해운홀,"‘JAZZ 와인에 빠지다’라는 주제로 열린 이번 행사는 특별 릴레이 콘서트 방식으로 진행됐다. 국내외 정상급 재즈밴드 이정식쿼텟, 이한철밴드, 전제덕밴드와 일본 프랜드 프라이드 보컬 출신 시호 카와자나 듀오의 ‘특별한 재즈 와인에 빠지다’, 제4회 부산루키밴드 컨테스트 결선, 재즈 프리마켓 등 다채로운 재즈의 향연이 펼쳐졌다."
2017 예술의전당대학오케스트라축제,4회,2017-11-01,2017-11-08,예술의전당,예술의전당 콘서트홀,"‘젊음 거장을 연주하다’라는 부제로 관객들을 만난 이번 대학오케스트라축제에는 경희대학교, 서울대학교, 성신여자대학교, 연세대학교, 이화여자대학교, 한국예술종합학교, 한양대학교 등 총 7개 대학 오케스트라가 무대에 올랐다. 베토벤, 바그너, 브람스, R. 슈트라우스, 차이콥스키, 스트라빈스키, 베를리오즈 등 거장의 작품을 연주했으며, 각 대학의 교수진, 각 대학 출신 연주자들도 지휘자나 협연자로 참여했다. 이번 축제는 특히 거장의 작품이 젊은 연주자들의 손에 의해 연주되며 남녀노소 누구나 즐길 수 있는 가을 클래식 음악 축제로 발돋움할 수 있는 초석을 마련한다는 데 의미를 두었다."
국제2인무페스티벌,,2017-11-01,2017-11-26,(사)한국춤예술센터,대학로 성균소극장,"듀엣으로 팀을 꾸려 펼치는 2인무 페스티벌은 국내 유일의 소극장 장기공연을 기치로 내걸고 7년째 진행되고 있는 국제 춤 페스티벌이다. 올해에는 해외 4개국팀, 국내 14개팀 등 총 18개팀이 각국의 전통예술과 현대무용, 나아가 거리무용과 비보잉까지도 포괄하여 무용의 지평을 한껏 넓혔다."
